Omschrijving	Art.groep	Artikelsymbool	Gemiddeldekostprijs	Alternatiefnummer	Voorraadbijhouden	VbEnh	VkEnh	AkEnh	PrsEnh	Verkoopprijs	PercVk	Basisaankoopwaarde	Categorie	Basisgewicht	VrdEnh	UniekVolgnummer	MagazijnIN	MagazijnlocatieIN	MagazijnUIT	MagazijnlocatieUIT	Soortelijkgewicht	Datum vanaanpassing	Uur vanaanpassing	Aangepastdoor	Lotnr.leverancier	BOM	EAN13-code	Externe Omschrijving	Werknemer	Vervaldatum	Vervaldatumherziening	Aankoop-code	Soortartikel	Linkdocumentcenter	Laatste bestelprijs	Gevaarlijk en/of veiligheidsvoorschriften	Allergeen	Type artikel	Laatste ontvangstprijs	Netto gewicht	Standaardop voorraad	Budgetprijs	Afdeling	Verkoop-code	Halal	Bestemming	
I/O module CAN 1111222	HFPRI	030062_00HME/	155,8545	3BOA030062000	1	ST	ST	ST	ST	466,5000	0,00	144,6000		0,00	ST	0000004382	HMAG	MR2K5	HMAG	MR2K5	0,00	29/11/2018	15,42	vpa		1	="0000000254199"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
DC/DC conv. 12/24V LCD	HFPRI	030171_00KOL/	74,2820	3BOA0301710000	1	ST	ST	ST	ST	225,0000	0,00	31,1640		0,00	ST	0000004383	HMAG	EK02P3	HMAG	EK02P3	0,00	29/11/2018	15,42	vpa		1	="0000000241618"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Seriële communicatieprint LM20	HFPRI	030192_00OPT/	55,4924	3BOA030192000	1	ST	ST	ST	ST	141,0000	0,00	0,0000		0,00	ST	0000004384	HMAG	EK02P3	HMAG	EK02P3	0,00	29/11/2018	15,43	vpa		1	="0000000035637"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Aanpassingsprint Schr.C-dis Rev. A	HFPRI	030222A00DIS/	24,4693	3BOA030222100	1	ST	ST	ST	ST	59,0000	0,00	9,8790		0,00	ST	0000004386	HMAG	EK73	HMAG	EK73	0,00	29/11/2018	15,43	vpa		1	="0000000035651"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Aanpassingsprint Schr.C-dis	HFPRI	030222_00DIS/	9,1121	3BOA030222000	1	ST	ST	ST	ST	26,0000	0,00	18,4920		0,00	ST	0000004385	HMAG	EK02P3	HMAG	EK02P3	0,00	29/11/2018	15,43	vpa		1	="0000000254205"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Print LED verlichting schrdr.	HFPRI	030269_00DIS/	21,7150	3BOA030269000	1	ST	ST	ST	ST	74,5000	0,00	55,7380		0,00	ST	0000004387	HMAG	EK02P3	HMAG	EK02P3	0,00	29/11/2018	15,43	vpa		1	="0000000254212"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Sturing Deltavoeding	HFPRI	030533_00CAL/	178,9072	3BOA030533000	1	ST	ST	ST	ST	557,0000	0,00	171,9860		0,00	ST	0000004390	HMAG	EK02P4	HMAG	EK02P4	0,00	29/11/2018	15,43	vpa		1	="0000000254229"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Universele ledbar	HFPRI	030541_00ACC/	70,3473	="0000000302548"	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000029455	HMAG	GEEN	HMAG	GEEN	1,00	16/05/2019	09,19	mro		1	="0000000302548"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	1,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Processorboard BDP T50 Rev. A	HFPRI	030566A00OPT/	180,6441	3BOA030566100	1	ST	ST	ST	ST	542,0000	0,00	128,9400		0,00	ST	0000004391	HMAG	EK02P4	HMAG	EK02P4	0,00	29/11/2018	15,43	vpa		1	="0000000254236"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Processorboard BDP T50 rev G	HFPRI	030566G00OPT/	162,1634	="0000000142434"	1	ST	ST	ST	ST	420,0000	0,00	0,0000		0,00	ST	0000015094	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,44	vpa		1	="0000000142434"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Controlpanel BDP LM1050 Rev. A	HFPRI	030606A00OPT/	45,2599	3BOA030606100	1	ST	ST	ST	ST	136,0000	0,00	93,8280		0,00	ST	0000004394	HMAG	EK02P4	HMAG	EK02P4	0,00	29/11/2018	15,44	vpa		1	="0000000163774"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Controlpanel BDP T50	HFPRI	030606_00OPT/	33,9036	3BOA030606000	1	ST	ST	ST	ST	99,0000	0,00	93,8100		0,00	ST	0000004393	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,44	vpa		1	="0000000035729"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Voedingsprint LM1050 batterij	HFPRI	030643A00OPT/	92,4440	3BOA030643100	1	ST	ST	ST	ST	281,0000	0,00	81,3210		0,00	ST	0000004395	HMAG	EK02P4	HMAG	EK02P4	0,00	19/04/2019	10,32	VTH		1	="0000000254267"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
CAN I/O print Rev. A	HFPRI	040085A00OPT/	113,2778	3BOA040085100	1	ST	ST	ST	ST	387,0000	0,00	137,6660		0,00	ST	0000004396	HMAG	EK02P4	HMAG	EK02P4	0,00	29/11/2018	15,44	vpa		1	="0000000241625"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LCD display LM50 Rev A	HFPRI	040131A00OPT/	45,7244	3BOA040131000	1	ST	ST	ST	ST	120,0000	0,00	66,6960		0,00	ST	0000014425	HMAG	EK02P5	HMAG	EK02P5	0,00	23/05/2019	12,17	mro		1	="0000000190985"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LCD display module LM50	HFPRI	040131_00OPT/	43,9569	="0000000163255"	1	ST	ST	ST	ST	132,0000	0,00	66,6960		0,00	ST	0000016830	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,18	msoft		0	="0000000163255"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Multiplex board hoogtedetectie	HFPRI	040132_00KOL/	0,0000	3BOA040132000	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000004398	HMAG	GEEN	HMAG	GEEN	0,00	24/05/2017	16,43	msoft		0	="0000000035774"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Powerblok LM1050	HFPRI	040136_00OPT/	197,5862	3BOA040136000	1	ST	ST	ST	ST	584,0000	0,00	115,4610		0,72	ST	0000004399	HMAG	EK02P5	HMAG	EK02P5	0,00	29/11/2018	15,44	vpa		1	="0000000254298"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Bedieningspaneel LM1050 Rev. A	HFPRI	040137A00OPT/	299,1771	3BOA040137100	1	ST	ST	ST	ST	897,0000	0,00	346,9670		0,62	ST	0000004401	HMAG	EK02P5	HMAG	EK02P5	0,00	29/11/2018	15,44	vpa		1	="0000000164252"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Bedieningspaneel LM1050 Rev. A 12 Cellen	HFPRI	040137A01OPT/	311,2355	="0000000378444"	1	ST	ST	ST	ST	897,0000	0,00	256,4740		0,62	ST	0000038960	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,45	vpa		1	="0000000378444"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Bedieningspaneel LM1050	HFPRI	040137_00OPT/	307,5181	3BOA040137000	1	ST	ST	ST	ST	897,0000	0,00	256,4740		0,00	ST	0000004400	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,44	vpa		1	="0000000254311"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Stuurprint CMOS zonder VGA	HFPRI	040190_00OPT/	175,0000	3BOA040190000	1	ST	ST	ST	ST	525,0000	0,00	175,0000		0,00	ST	0000004402	HMAG	EK01P1	HMAG	EK01P1	0,00	28/08/2018	16,18	msoft		0	="0000000254328"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Camera sensor Rev. A	HFPRI	040191A00OPT/	29,2232	="0000000186421"	1	ST	ST	ST	ST	90,5000	0,00	0,0000		0,00	ST	0000019088	HMAG	GEEN	HMAG	GEEN	0,00	28/08/2018	16,18	msoft		1	="0000000186421"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
CMOS-chip IDC100 ETS 3P04 B/W	HFPRI	040191_00OPT/	80,0000	="0000000191227"	1	ST	ST	ST	ST	0,0000	0,00	175,0000		0,00	ST	0000019917	HMAG	GEEN	HMAG	EK01P1	0,00	28/08/2018	16,18	msoft		0	="0000000191227"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
VAM print 1 ton	HFPRI	040192_00VAM/	308,4224	3BOA040192000	1	ST	ST	ST	ST	730,5000	0,00	283,7500		0,00	ST	0000004404	HMAG	EK01P1	HMAG	EK01P1	0,00	29/11/2018	15,45	vpa		1	="0000000254335"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
APS control unit PLM/Verv dr 090338C op plaatwerk/vb ma 20142065/vp 643	HFPRI	040206A00KOL/	339,9280	3BOA040206000	1	ST	ST	ST	ST	1011,0000	0,00	259,8270		0,40	ST	0000004405	HMAG	EK01P2	HMAG	EK01P2	0,00	29/11/2018	15,45	vpa		1	="0000000254342"	?		31/12/2099	31/12/2099	Niet bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
APS control unit PLM Rev. B	HFPRI	040206B00KOL/	259,3176	3BOA040206200	1	ST	ST	ST	ST	754,5000	0,00	234,5470		0,40	ST	0000004406	HMAG	EK01P2	HMAG	EK01P2	0,00	29/11/2018	15,45	vpa		1	="0000000254359"	?		31/12/2099	31/12/2099	Niet bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
APS control unit PLM rev.C (2 RJ10 connectoren)	HFPRI	040206C00KOL/	292,1211	="0000000077019"	1	ST	ST	ST	ST	878,5000	0,00	0,0000		0,40	ST	0000008852	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,45	vpa		1	="0000000077019"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
APS control unit PLM Rev. D	HFPRI	040206D00KOL/	215,0449	="0000000078061"	1	ST	ST	ST	ST	679,0000	0,00	234,5470		0,00	ST	0000009188	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,46	vpa		1	="0000000078061"	Artikel niet meer in produktie nemen !!! Overstap naar volgende versie		31/12/2099	31/12/2099	Niet bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Hoogtedetectie print PLM	HFPRI	040275_00KOL/	115,3358	3BOA040275000	1	ST	ST	ST	ST	422,0000	0,00	67,2660		0,00	ST	0000004407	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,46	vpa		1	="0000000035866"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LED print voor ACC radar afr.	HFPRI	040311_00OPT/	14,1325	3BOA040311000	1	ST	ST	ST	ST	42,0000	0,00	14,2820		0,00	ST	0000004408	HMAG	EK01P3	HMAG	EK01P3	0,00	29/11/2018	15,46	vpa		1	="0000000254366"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM1050 Voedingsprint power supply	HFPRI	040358_00OPT/	78,4661	="0000000106320"	1	ST	ST	ST	ST	240,0000	0,00	0,0000		0,00	ST	0000011575	HMAG	GEEN	HMAG	GEEN	0,00	19/04/2019	10,34	VTH		1	="0000000106320"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Print hoogtedetectie cel 1-8	HFPRI	040377_00KOL/	28,5780	3BOA040377000	1	ST	ST	ST	ST	71,5000	0,00	17,8290		0,08	ST	0000004409	HMAG	EK01P3	HMAG	EK01P3	0,00	29/11/2018	15,46	vpa		1	="0000000189699"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Print hoogtedetectie cel 9-16	HFPRI	040378_00KOL/	30,1456	3BOA040378000	1	ST	ST	ST	ST	71,5000	0,00	42,3570		0,00	ST	0000004410	HMAG	EK01P3	HMAG	EK01P3	0,00	29/11/2018	15,46	vpa		1	="0000000189705"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 board met fujitsu LHD Rev. A !!!!!WIJZIGT!!!!	HFPRI	040379A00OPT/	122,7694	="0000000077835"	1	ST	ST	ST	ST	216,0000	0,00	0,0000		0,00	ST	0000009107	HMAG	EK01P4	HMAG	EK01P4	0,00	29/11/2018	15,47	vpa		1	="0000000077835"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 board met fujitsu LHD Rev. B	HFPRI	040379B00OPT/	111,7819	="0000000143967"	1	ST	ST	ST	ST	185,0000	0,00	0,0000		0,00	ST	0000015269	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,47	vpa		1	="0000000143967"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Fotocelprint LM20 fujitsu LHD Rev. C	HFPRI	040379C00OPT/	64,0773	="0000000174404"	1	ST	ST	ST	ST	165,0000	0,00	0,0000		0,00	ST	0000017950	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,47	vpa		1	="0000000174404"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 board met fujitsu LHD	HFPRI	040379_00OPT/	175,6347	3BOA040379000	1	ST	ST	ST	ST	380,0000	0,00	91,6950		0,00	ST	0000004411	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,46	vpa		1	="0000000254373"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
UV&temperatuur sensor print Rev. A	HFPRI	040389A00DIV/	119,1874	3BOA040389000	1	ST	ST	ST	ST	328,5000	0,00	0,0000		0,00	ST	0000008611	HMAG	EK01P4	HMAG	EK01P4	0,00	29/11/2018	15,47	vpa		1	="0000000254380"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Relais print lekdetectie	HFPRI	040420_00DIV/	40,1181	="0000000074773"	1	ST	ST	ST	ST	120,5000	0,00	0,0000		0,00	ST	0000008609	HMAG	EK01P4	HMAG	EK01P4	0,00	29/11/2018	15,47	vpa		1	="0000000254397"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Stuurprint CMOS met VGA IDC100 Rev. A	HFPRI	050030A00OPT/	83,9096	="0000000186438"	1	ST	ST	ST	ST	249,0000	0,00	155,0000		0,00	ST	0000019089	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,47	vpa		1	="0000000186438"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	89,00	0	0	Blanco lotartikel	155,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Stuurprint CMOS met VGA IDC100	HFPRI	050030_00OPT/	335,3621	="0000000232609"	1	ST	ST	ST	ST	1006,5000	0,00	89,0000		0,00	ST	0000023645	HMAG	EK01P5	HMAG	EK01P5	0,00	28/08/2018	16,18	msoft		0	="0000000232609"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 Board met Fujitsu - Rev. A !!!!!WIJZIGT!!!!!	HFPRI	050108A00OPT/	115,5310	3BOA050108100	1	ST	ST	ST	ST	195,0000	0,00	0,0000		0,00	ST	0000008072	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,48	vpa		1	="0000000069410"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 Board met Fujitsu - Rev. B	HFPRI	050108B00OPT/	104,7034	="0000000143950"	1	ST	ST	ST	ST	161,5000	0,00	0,0000		0,00	ST	0000015268	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,48	vpa		1	="0000000143950"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Fotocelprint LM20 Fujitsu RHD - Rev. C	HFPRI	050108C00OPT/	66,0996	="0000000174411"	1	ST	ST	ST	ST	168,0000	0,00	0,0000		0,00	ST	0000017951	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,48	vpa		1	="0000000174411"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
LM20 board met fujitsu RHD	HFPRI	050108_00OPT/	135,2631	3BOA050108000	1	ST	ST	ST	ST	259,0000	0,00	89,4820		0,00	ST	0000004414	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,47	vpa		1	="0000000035934"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
VGA board DSP-camera 1M	HFPRI	050109_00OPT/	0,0000	0PCB300501090	1	ST	ST	ST	ST	0,0000	0,00	0,0000		0,00	ST	0000011084	HMAG	GEEN	HMAG	GEEN	0,00	24/05/2017	16,43	msoft		0	="0000000038362"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	0	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Lekdetectie CAN RS232 camera	HFPRI	050214_00DIV/	46,4728	3BOA050214000	1	ST	ST	ST	ST	141,5000	0,00	19,3480		0,00	ST	0000004415	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,48	vpa		1	="0000000035941"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
PCB VGA-F - FTC10PM LVC1050	HFPRI	050279_00OPT/	7,3693	="0000000071710"	1	ST	ST	ST	ST	17,5000	0,00	0,0000		0,01	ST	0000008489	HMAG	EK01P5	HMAG	EK01P5	0,00	29/11/2018	15,48	vpa		1	="0000000178303"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,10	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Foodtexture USB print	HFPRI	050732A00DEL/	123,1670	="0000000077408"	1	X	X	X	X	364,0000	0,00	0,0000		0,00	X	0000009044	HMAG	EK74	HMAG	EK74	0,00	28/08/2018	16,18	msoft		1	="0000000203043"	?		31/12/2099	31/12/2099	Bestelbaar	Fictief	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Bluetooth RS232 Piggyback LM1050	HFPRI	050733_00OPT/	89,1065	="0000000096102"	1	ST	ST	ST	ST	323,0000	0,00	0,0000		0,00	ST	0000011159	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,48	vpa		1	="0000000096102"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Interface schroevendraaier LED-verlichting	HFPRI	050745_00DIS/	156,2565	3BOA050745000	1	ST	ST	ST	ST	365,0000	0,00	0,0000		0,00	ST	0000007115	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,48	vpa		1	="0000000062909"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Print ledarray verlengd	HFPRI	050808_00HME/	137,5504	3BOA050808000	1	ST	ST	ST	ST	410,5000	0,00	0,0000		0,00	ST	0000007236	HMAG	MR2K5	HMAG	MR2K5	0,00	29/11/2018	15,49	vpa		1	="0000000063920"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
AC/DC print lekdetectie	HFPRI	050905_00DIV/	73,9511	="0000000074759"	1	ST	ST	ST	ST	217,0000	0,00	0,0000		0,00	ST	0000008607	HMAG	EK73	HMAG	EK73	0,00	29/11/2018	15,49	vpa		1	="0000000254441"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
VGA Board 2M programmable	HFPRI	050944A00OPT/	85,0000	="0000000138192"	1	ST	ST	ST	ST	147,0000	0,00	0,0000		0,00	ST	0000014702	HMAG	GEEN	HMAG	GEEN	0,00	15/01/2019	16,27	vpa		0	="0000000138192"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
CMOS-chip IDC100 ETS 3P04 COLOUR	HFPRI	050945_00OPT/	90,0000	="0000000076234"	1	ST	ST	ST	ST	750,0000	0,00	0,0000		0,00	ST	0000008715	HMAG	EK73	HMAG	EK73	0,00	28/08/2018	16,18	msoft		0	="0000000076234"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	250,00	0	0	Blanco lotartikel	90,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Converter kabel voor encoder signalen	HFPRI	050991_00KOL/	28,1508	="0000000073899"	1	ST	ST	ST	ST	160,5000	0,00	0,0000		0,00	ST	0000008560	HMAG	EK73	HMAG	EK73	0,00	29/11/2018	15,49	vpa		1	="0000000073899"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
PCB VGA_M --> FTC10PM GOCA	HFPRI	050997_00OPT/	6,2882	="0000000094504"	1	ST	ST	ST	ST	19,0000	0,00	0,0000		0,00	ST	0000010975	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,50	vpa		1	="0000000094504"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Powerblok LVC1050	HFPRI	051014_00OPT/	210,7154	="0000000075039"	1	ST	ST	ST	ST	618,5000	0,00	0,0000		0,00	ST	0000008633	HMAG	EK73	HMAG	EK73	0,00	29/11/2018	15,50	vpa		1	="0000000191005"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
Print CANVAM	HFPRI	051032_00VAM/	338,5541	="0000000077132"	1	ST	ST	ST	ST	1072,5000	0,00	0,0000		0,00	ST	0000008996	HMAG	GEEN	HMAG	GEEN	0,00	29/11/2018	15,50	vpa		1	="0000000254472"	?		31/12/2099	31/12/2099	Bestelbaar	Halffabrikaat	1	0,00	0	0	Blanco lotartikel	0,00	0,00	0	0,00		Verkoopbaar aan klan	Niet HALAL		
